id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
fe6585aaa6182d28,You ignored him too,0,0,0,0,0,0
56a0c0439fe05b90,""" 2006 (UTC)

If France, Germany, and Japan are listed as current Great Powers because of """"economic power"""".  Italy is in the same league, perhaps Canada too.  Italy is very close to France in economic strength.  The Big 4 of Europe are indeed France, Italy, Germany, UK.  06:16, 2 August""",0,0,0,0,0,0
b261d6ce86d3b13a,""" 2005 (UTC)

To anonymous user(s) 220.237.18.12/61.29.58.114: First of all, it is proper Wikipedia:Wikiquette to  sign and date your posts to talk pages. This is an essential aspect of communication here. It helps other users understand the progress and evolution of a dialog. Failure to do so is confusing. For example, 61.29.58.114 added to the unsigned post by 220.237.18.12. Are you the same user at a different IP or are you both just showing bad form? I have no clue! It's confusing. 

To  I obviously totally agree with your statement that """"perhaps other personal websites should also be held into question"""". We need to be very stringent in applying WP's standards regarding  reliable sources. As the WP standard advises, “Wikipedia articles should use reliable sources. Edits for which no credible references are provided may be deleted by any editor. (Emphasis added). Otherwise any crackpot with an agenda will post their personal diatribes, like that ridiculous dannyhazard site that used to be in the section. 
Which other sites do you think fail to meet the academic standards of WP?   17:52, 15 August""",0,0,0,0,0,0
4dccd2ebaa21f332,"""

AWARD OF THE PURPLE HEAD TO TOMSTAR81

We of Wikipedia suck up admin staff felt that for your courageous and forthright censorship of truthseekers was exemplary and deserved reconition on the time honoured traditions of facist dictators and mass murderers by giving you a badge award. This Badge you see above the """"Purple Head"""" can be worn on the front of your forehead. Without your speedy and diligent banning of users like Truthseekers Wiki might gain some factual and unbiased information and this is something that we at Wiki are keen to avoid.  Users who can block and ban newcomers without question and then fend them off without providing good rerasons are exactly the calibre of sanshonest leaders we require and should you ever require any help with blocking hundreds of thousands of people - please feel free to call on any facist aligned admin at any time. 

,
,""",0,0,0,0,0,0
23ed81adc891a854,"Right, it should be linked to Carnival (New Model Army), like in the discography.  I've fixed it. - Talk/Cont",0,0,0,0,0,0
7398f28edd4f4352,"Wave Race 64 

I was going to delete this entry....but it came out in NA.  It seems almost certain that it will come out this friday....should it stay?",0,0,0,0,0,0
cafcb76af8946054,"I copied the text of this article from http://www.isode.com/whitepapers/stanag-5066.html so the CorenSearchBot copyright bot picked this up  however, the source is licensed with CC-BY, which I believe is compatible with (even looser than) Wikipedia's CC license. Correct me if I'm wrong!",0,0,0,0,0,0
ac3dcf54ef9b7a70,"""I've removed the statement that Snack support for Linux is """"poor even broken"""". Snack works just fine under Linux. If there are functions that it does not support, please specify them and provide references.  """,0,0,0,0,0,0
0d029ae543673076,"The article David clary (albemarle) has been speedily deleted from Wikipedia. This was done because the article seemed to be about a real person, organization (band, club, company, etc.), or web content, but it did not indicate how or why the subject is notable, that is, why an article about that subject should be included in Wikipedia. Under the criteria for speedy deletion, articles that do not indicate the notability of the subject may be deleted at any time. If you can indicate why the subject is really notable, you are free to re-create the article, making sure to cite any verifiable sources.

Please see the guidelines for what is generally accepted as notable, and for specific types of articles, you may want to check out our criteria for biographies, for web sites, for musicians, or for companies. Feel free to leave a note on my talk page if you have any questions about this.",0,0,0,0,0,0
2517e8365ada2546,"""

Handle in text:  It is not clear exactly what the alternative  to this RFC proposal is, or what a """"no"""" or """"yes"""" might yield,  so I will spell out what I see here as the best solution. I agree with Gamaliel and Nomoskedasticity that this is a BLP issue and that using """"Filipino"""" alone is utterly unacceptable and POV.   I do think """"Filipino-American"""" correctly describes the subject of the article, and is not an indication of citizenship, but rather it is a demographic description which could accurately be used.  However,  per TheRedPenOfDoom, and MarkBernstein, I think that this may be best handled as Bbb23 and Seb suggested - and how the lead is now worded - which is to not use either identifier in the first sentence, but instead unpack it, spell out in more detail the actual facts in an NPOV manner, in the lead and in the rest of the article which the intro summarizes.  This works and does not take sides in the serious BLP issue.  We further make clear how Vargas self-identifies, which I think is important here, without having Wikipedia editors take a position. As MarkBernstein said, we are not required to indicate nationality or citizenship in the first sentence or anywhere, and TRPoD is right about disclaimers etc.  -sometimes it is best to go at it from a different angle. We also had the same kind of issue at - believe it or not - Bee Gees where there were warring factions who disagreed about whether they should be called English, Australian, or Manx; we handled it by leaving off the nationality, and the wars stopped.   So, I support this wording: Jose Antonio Vargas (born February 3, 1981) is a journalist, filmmaker, and immigration activist. Born in the Philippines, and raised in the United States from the age of 12, he was part of The Washington Post team... etc.  /talk """,0,0,0,0,0,0
