id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
00eb65f9a1d4e71f,"""

 File:Arginase.jpeg 

Hi, with what software did you create the picture File:Arginase.jpeg?  """,0,0,0,0,0,0
ae0d42643a7f47a0,"Terrible Writing 

Wow, the writing on this page sometimes reads like it wasn't written by a native English speaker.  I don't have any interest in fixing this article, but someone who cares might consider spending some time on basic spelling and grammar.",0,0,0,0,0,0
22a7fdea204d37ee,"COINS ==

THANKS KITE. Smile sent back to you. I'm beginning to see. I don't like it but I understand. Editor:Miguel has done due dilegence to incorporate his images and is always a GFE. Your explanation is appreciated.  

==",0,0,0,0,0,0
8c8f283d8c0f41c4,"I am not even asking to be unblocked. I just want to contribute my observations by this whole experience as you have proven my point. May be it can be food for thought for someone. Both the British guy HJ Mitchell, and the Australian Administrator Nick exhibited what I wrote in my original unblock request and it is the reason that Wikipedia has lost its original luster.  Only in the USA we have freedom of speech to fully talk, express our opinion and defend it. Both of you exhibited what we consider in the USA childish behavior whereas when you disagree with the facts, you just try to shut down dialogue instead of attempting to educate the other person about it. Or is it also because you conform in the stereotypical impression that the people have about you, that you are either unemployed and stuck in your parent;s basement, or just computer geeks that are engaged in a routine job and socially awkward and just try to dominate the others since they can not engage in civil conversation. Oh, excuse me, you are going to consider the above as personal attack. Obviously you live in a different universe. In the real world that I live, people engage in dialoge and try to solve their differences. This experience has made me an even stronger advocate of free speech and showed me why the USA continues to be the country that everybody wants to migrate in or is just jealous.",0,0,0,0,0,0
c3eeb444d9ab9506,"Please take a look at this link to the revision history.  The first edit is from March, 2007, but the next edit has a date of July 2010.  For the Virgin birth (mythology) article, I believe it went back to 2005 or 2006, but there is no sign of that revision history.",0,0,0,0,0,0
149e70fd727434a2,Then they need ot learn to not make a joke out of the disagreement,0,0,0,0,0,0
30e74949e6f1c85d,"Montanabw, you really shouldn't be commenting on horse taxonomy or evolution if you admit that you don't have the time or concern to study it. Your implication that Hagerman's Horse is just Equus ferus caballus (Equus caballus) in disquise, for that is almost certainly what you are implying, is not only just plain wrong, it is manipulatively misleading. And I find your comments about 'subgroups' a bit disturbing. It seems as though you believe that subspecies are invalid taxonomic classifications. This is just laughable. If you want to talk about domestic horse breeds go do that on the Horse page. And I can't beleive I have to say this, but you should be made aware that domestic Horse breeds are not of an equal taxonomic status to ancient Horse species.",0,0,0,0,0,0
948ba905969f938c,"""

Oh, and content disputes aren't vandalism. Changing """"Aerith"""" to """"butt"""" can be reverted indefinitely. """"Aerith"""" to """"Aeris,"""" that could reasonably be a good-faith dispute. -  (conspire | past ops) """,0,0,0,0,0,0
e6e8ec744182ce05,"""
I disagree and I am starting to view this as you trying to get rid of soap opera pages which I don't appreciate it. I think the cast list should stay. It shouldn't be merged just because said series is no longer airing.  TALK! """,0,0,0,0,0,0
805787e2a13a799a,"Mister Terrific
Alan Young also appeared as Stanley Beamish is the 1966 pilot episode for Mister Terrific (TV series)",0,0,0,0,0,0
80a0f76d9b1ab5ae,My contributions to the police talk page have been very useful and reasonable.,0,0,0,0,0,0
d51c4651f7d64362,"11:20, 11 October 2006 (MEZ)",0,0,0,0,0,0
1b60a2b4aa5f6c93,"The Eleventh Hour  

Wikipedia must be kept accurate at all times, I posted a reliable source regarding The Eleventh Hout airing on ITV1 therefore my decision to edit that to the article displaying that info still stands.",0,0,0,0,0,0
b3c5ec8623853415,"Hi, please add copyright information to the files you uploaded, as you were requested to at the time you uploaded them.  The files will be deleted if they are not compatible with Wikipedia's copyright.   (t)",0,0,0,0,0,0
3372b3a03e24f97c,All of these sources are listed by Sourcewatch. They are not worthy of being used as a source on WIKI.,0,0,0,0,0,0
