id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
5c1761a8af37844e,"""

 RE: Metamodernism 

The large portions I cut had all failed to meet WP:RS as the only citations cited were personal blogs (a few of which were just default-wordpress-theme, abandoned over a year ago kind of blogs). It seems as though the page in question is being maintained by the owners of metamodernism.com, which was (and may still be) the most cited source on the page (which, once more, in no way passes WP:RS), thus provokes other issues with WP:NOTADVERTISING, WP:COI, etc. _friend """,0,0,0,0,0,0
97184bc8a0199e72,"""
With your """"posting location"""" argument hanging by the ropes, do you have any other explanation for this one-sided block? —  """,0,0,0,0,0,0
c9658210bb416785,"Copyright on Frenchman'sTower1910.jpg 

I am new and I do not know how to fill in copyright information. I got the photo from the University of California Archive, and it clearly said 
Rights:public domain 
Material in the public domain. No restrictions on use.

I copied that information into the permission box.  Was I supposed to fill in something else also?

Thanks for bringing this to my attention.",0,0,0,0,0,0
bff24828affbe63d,"""

 January 2008 
 Please stop. If you continue to vandalize Wikipedia, you will be blocked from editing.  2010 
If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.""",0,0,0,0,0,0
4059852b19500d79,"""
I know.  There appears to be a bad faith attempt to obfuscate this section of the article by attempting to add complexity and incredible nuance.  The point of the article has been, and will continue to be, to simplify the the nuanced definition of """"theory"""" so that the regular, average, daily reader will understand it.  The """"theory of gravity"""" is a theory everyone sees and understands in daily life.  To go into the vast cosmological and quantum physics of gravity, to give us a condescending linguistics lecture, and to provide us with content forks that do no good, then I get to call bad faith.   Talk• Contributions """,0,0,0,0,0,0
d8e926644e80fdd3,"""
Response
I am pleased if you've been taken aback, I wish I still had that e-mail from Slim Virgin, being """"taken aback"""" from your actions in regards to her feelings on that matter would be an understatement. She almost left the project because of you. I wonder how many others you've made feel that way. 
As for the comment in regards to collaboration, I suggest you give it a shot in this case, if the aborted Arbcom case against me showed anything, it's that i'm more than willing to compromise, if people give me one, but I will never betray my beliefs in response to ochlocratic or aristocratic pressure. Once the things on my manifesto, fairly simple requests really(equity, clarity, etc.), are met, i'll be more than happy to change the signature. Until then, welcoming is the perfect forum since these newbies are the most vulnerable to the contreversy you speak of, the Joeyramoney affair showed us that nobody is safe from that toxic atmosphere and it must be changed one way or another.afist '''''' 
I consider your second comment to be an insult against the intelligence of newbies, and part of the problem I see and i'm trying to help fix here. The line between """"official"""" and """"personal"""" has been so blurred that it no longer exists, if you are in a certain group, the two are interchangable at will and those people can use the word """"consensus"""" to try and dissaude anyone who has an opinion contrary to their own. afist '''''' """,0,0,0,0,0,0
dc36d5f573680e2a,"Reverting Manning 

The Devil.s Advocate
Sorry for improper edit format but may you do that in that section?",0,0,0,0,0,0
69f832463e8a9b4f,"PS: And yes, hopefully we can meet some day under better and more pleasent circumstances. Take care",0,0,0,0,0,0
5b65ccc667c88cb1,"No, Green Kirby.  Your father said that Sukecchi is using a public forum to promote his personal agenda while soliciting romance.  Chaser is engaging in a centuries old practice called censoreship to silence his critics and avoid accountability; neither of these users are demonstrating approriate respect for Wikipedia, an infant in media.  The practice of blocking is a conservative act that some in power have used for thousands of years to control or manipulate events to their liking.  The battle for freedom within the Wikipedia universe can be won despite efforts to silence those making a stand.",0,0,0,0,0,0
6326e29440b5ba02,"Many many are people, because we habitually include eponymous categories - so metropolitan areas has Greater Vancouver as a subcategory.  I have been thinking for some time we really need to distinguish between categories that are members and those that are real subcats.  Farmbrough, .",0,0,0,0,0,0
