id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
ffa41718dc0befb8,"""

 translation problem 

I am translating this article to Chinese wikipedia. Somebody has different understanding with me about this sentence, """"Beyond just using the same deb package format, Ubuntu has very strong links with the Debian community, contributing any changes directly and immediately, rather than announcing them only at release time."""" Who contributs any changes directly and immediately? I think it is Ubuntu. But he insists it should be Debian. 28 June 2005 12:26 (UTC)""",0,0,0,0,0,0
d1432a20b6bb361f,"January 2009 
 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.    
If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.",0,0,0,0,0,0
20f8d6f0beabb0ac,a partial blanking form of,0,0,0,0,0,0
4d73c0af4b4393c1,Did you read what Mel said above?,0,0,0,0,0,0
fee2daafca506f01,"""like rotis and you banned me and not allowing me to share info which is true? Gosh for mother's sake, come Malaysia urself and go and have a look at roti fark, roti celaka, and also kari babi. It is not common, but I am sure you can find it at Perak and Perlis, northern part of the peninsula. Damn it you fools 60.54.207.228  }}

 Need help 

I see that you posted that you """"Want to be part of Wikipedia"""". If you actually intend to edit constructively and not posted """"Lol shyt ROFLMAO roti fork"""" and such on mainspace pages, I would be happy to help you get on your feet when your block is lifted. (If you are still around and don't """,0,0,0,0,0,0
7d4215bd2f2eeff8,"""Thank you for experimenting with the page Castle Waiting on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  A link to the edit I have reverted can be found here: link. If you believe this edit should not have been reverted, please contact me.   """,0,0,0,0,0,0
71e8f8daec60c10d,"""Your article on History of the Jews in Croatia looks like original research, something Wikipedia does not tolerate—hence the  tag on top of it. Please provide sources for your information, otherwise it will get deleted. Thank you. Slgr@ndson ( - messages - contribs) """,0,0,0,0,0,0
4903ff294792c2c0,"""
Hi SilkTork.  I'm no longer actively editing, but I'm still around (mostly) P In regards to File:Frompastarchives.jpg, I believe a better question is """"how does this non-free image add to a reader's understanding of the article and would removing it be utterly detrimental to a reader's understanding of the article?""""  In accordance with Wikipedia's non-free content criterion #8,  a non-free file may only be used in an article if the context of the article refers heavily to the image in question (in such a manner that removing the image would be detrimental to a reader's understanding of the article).  As far as I can tell, the article File:Frompastarchives.jpg is used in only gives three sentences' worth of recognition to the file, in a section devoted largely to various reviews/statistics.  At the moment, the file does not warrant inclusion in the article, and may be flagged for deletion with {{subst:dnfcc|8=yes}}.  Of course, if you feel otherwise, you're certainly more than welcome to improve Unhalfbricking's coverage of the file, but this would involve starting a completely separate section devoted to the significance of Unhalfbricking with regards to the 1969 Fairport convention.  Hope that helps to clarify things.  All the best, '''''' (TALK) """,0,0,0,0,0,0
2658d6dd993598a1,"If you go to the discussion, you will also see that other editors saw no problem with the article and thought it should be kept. An editor with administrative tools over rode their comments. There was clearly no consensus to delete the article and none to redirect it either. I am concerned because recently another decision to delete an article was made by a user, with administrative tools, who was later found to be operating sock puppets to disrupt other editors. That editor was restricted from discussion involving the article rescue squadron. The incidences (that deletion and the redirection of this article) happened within weeks of one another and show similar patterns.",0,0,0,0,0,0
067be566410bc2af,"VIP report: Sam Spade 
Hello Sysy. Note that your Vandalism in progress report concerning  was moved to the Administrators' noticeboard for outside input. If you would like to comment, please see WP:AN#VIP_alert:_Sam_Spade. //  (admin / talk)",0,0,0,0,0,0
