id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
6ea476e186c8f050,"""Please stop adding inappropriate external links to Wikipedia. It is considered spamming, and Wikipedia is not a vehicle for advertising. Thanks.  (?!? - cool stuff) """,0,0,0,0,0,0
5edde9e3c44c57aa,"I believe the rule includes non-binding electrons as well as pi bonded electrons too, anyone want to verify this and change it?",0,0,0,0,0,0
6612373ddc6c3879,"""==In response to your feedback==

If you click on the preview button you can see what you have got so far.  If it is really bad you can forget about saving and start again.  t looks as though you did not click the save button. 

  

 """,0,0,0,0,0,0
1867352e0fda4e2d,"Alice in film

 In the United States a number of 'Alice in Wonderland' plays, films, songs and puppet shows in the early 1930s attempted to cash in on this Carroll and 'Alice' fever. 

Background information like this should be collected and placed in an article on Alice in film, or simply be a section in the Alice in Wonderland article (if the latter is about both books taken together).",0,0,0,0,0,0
29f532b883b250a9,"Link to AfD Discussion Broken by Your Recent Move 

'Just noticed that the link to the most recent AfD discussion at the top of this page  Talk:List_of_books_portraying_paedophilia_or_sexual_abuse_of_minors seems to be broken since your recent move.  I'm not experienced enough to know how to restore it. Thanks for any help you can provide!",0,0,0,0,0,0
7e3bc44de6005719,"""

Could you please identify the policy that states """"Wiki's are not considered reliable sources""""? Otherwise I will feel compelled to remove your tag. Thanks.   """,0,0,0,0,0,0
048324fc4ec6b2d3,yo josh can you unblock my stuff now? From together 4 ever,0,0,0,0,0,0
9f76989ce05c1a60,"THE SAS artilce was completely innacurate and it needed to be rewriten, im sorry but you are wrong - b1link82",0,0,0,0,0,0
e515978a19447ba7,"Thanks for experimenting with  Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.",0,0,0,0,0,0
5ec0baa5bba6c4c9,3 reverts = block. What are you protesting?,0,0,0,0,0,0
22a1473617321b8d,"Wow. Thanks for showing the error of my ways, guys. Boy, was I wrong.",0,0,0,0,0,0
dbb74e4bcfeb29bd,"Mooriddengirl: I'd appreciate it if you would unblock me or leave a note to allow another administrator to unblock me.  I've followed all the Wikipedia suggestions and I have apologized, I've stated I won't do it again, and I'd like you and the others to show good faith towards me.  Thanks",0,0,0,0,0,0
62bfc74930dfe008,"Yes I was referring to the faculty of science article. 

Thanks for responding so quickly.Welcome to Wikipedia and good luck with your article.",0,0,0,0,0,0
7959f269d6d08626,"Blocked==
I am blocked by what I consider to be immature aggression by  abusing his perogatives. I would like for him to remove the block and, if he feels it is absoloutely necessary to have me blocked to have it done by a neutral third party.",0,0,0,0,0,0
bf0fb9ceafc2bf3c,"""Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Where to ask a question, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome! 
|(talk)| """,0,0,0,0,0,0
